,time,open,high,low,close,volume
4460,1593527400000,225.28000000,225.75000000,225.15000000,225.47000000,4234.14700000
4461,1593528300000,225.46000000,226.69000000,225.02000000,226.39000000,12308.31493000
4462,1593529200000,226.38000000,226.71000000,226.01000000,226.34000000,4777.95610000
4463,1593530100000,226.34000000,226.69000000,226.19000000,226.19000000,3543.34579000
4464,1593531000000,226.19000000,226.19000000,225.65000000,225.88000000,5706.71593000
4465,1593531900000,225.87000000,226.94000000,225.82000000,226.37000000,8738.16316000
4466,1593532800000,226.37000000,226.47000000,225.75000000,226.17000000,3870.57339000
4467,1593533700000,226.17000000,226.49000000,226.00000000,226.12000000,1811.37801000
4468,1593534600000,226.11000000,226.27000000,225.28000000,225.29000000,4492.18702000
4469,1593535500000,225.29000000,226.09000000,225.28000000,226.03000000,3007.93025000
4470,1593536400000,226.01000000,226.05000000,225.80000000,225.88000000,1700.71849000
4471,1593537300000,225.88000000,226.00000000,224.65000000,225.42000000,6422.24357000
4472,1593538200000,225.41000000,225.49000000,224.63000000,224.63000000,3133.88755000
4473,1593539100000,224.64000000,225.40000000,224.64000000,225.35000000,2292.67986000
4474,1593540000000,225.35000000,225.35000000,224.90000000,225.02000000,2865.68335000
4475,1593540900000,225.01000000,225.50000000,224.83000000,225.50000000,2920.63479000
4476,1593541800000,225.49000000,225.75000000,225.25000000,225.62000000,1888.04736000
4477,1593542700000,225.60000000,225.60000000,224.87000000,225.07000000,1901.58377000
4478,1593543600000,225.08000000,225.17000000,224.41000000,224.90000000,6100.53048000
4479,1593544500000,224.90000000,225.52000000,224.78000000,225.13000000,3785.45493000
4480,1593545400000,225.13000000,225.54000000,225.09000000,225.32000000,2568.30870000
4481,1593546300000,225.31000000,225.79000000,224.90000000,224.90000000,2977.84726000
4482,1593547200000,224.90000000,225.52000000,224.71000000,225.46000000,2088.37748000
4483,1593548100000,225.46000000,225.55000000,225.33000000,225.44000000,1907.26330000
4484,1593549000000,225.45000000,225.82000000,225.30000000,225.38000000,1950.12806000
4485,1593549900000,225.36000000,225.63000000,225.28000000,225.59000000,1178.28690000
4486,1593550800000,225.59000000,226.32000000,225.58000000,226.21000000,3556.75169000
4487,1593551700000,226.20000000,226.22000000,225.29000000,225.50000000,2248.09205000
4488,1593552600000,225.50000000,225.80000000,225.42000000,225.67000000,1361.35462000
4489,1593553500000,225.68000000,226.49000000,225.66000000,226.06000000,2620.59363000
4490,1593554400000,226.06000000,226.24000000,225.69000000,225.94000000,2343.53282000
4491,1593555300000,225.95000000,226.00000000,225.52000000,225.52000000,2003.72955000
4492,1593556200000,225.59000000,225.61000000,225.05000000,225.11000000,2725.72152000
4493,1593557100000,225.11000000,225.60000000,224.98000000,225.22000000,2103.15495000
4494,1593558000000,225.18000000,225.98000000,225.13000000,225.77000000,2295.16806000
4495,1593558900000,225.78000000,226.01000000,225.63000000,225.92000000,2179.69332000
4496,1593559800000,225.93000000,226.10000000,225.66000000,225.87000000,1881.77624000
4497,1593560700000,225.90000000,225.93000000,225.41000000,225.60000000,2076.34061000
4498,1593561600000,225.59000000,225.61000000,224.16000000,224.66000000,10959.67316000
4499,1593562500000,224.66000000,224.89000000,224.46000000,224.75000000,3245.23918000
4500,1593563400000,224.78000000,225.11000000,224.22000000,225.10000000,5502.25242000
4501,1593564300000,225.10000000,225.40000000,224.75000000,225.04000000,3559.11157000
4502,1593565200000,225.05000000,225.33000000,224.45000000,224.47000000,2956.70051000
4503,1593566100000,224.51000000,224.72000000,224.41000000,224.42000000,1615.95401000
4504,1593567000000,224.42000000,224.96000000,224.36000000,224.73000000,2037.90051000
4505,1593567900000,224.74000000,225.06000000,224.70000000,224.97000000,1957.42190000
4506,1593568800000,224.98000000,225.86000000,224.61000000,225.73000000,4910.56157000
4507,1593569700000,225.71000000,226.00000000,224.74000000,225.24000000,10604.47620000
4508,1593570600000,225.26000000,225.77000000,225.26000000,225.46000000,3778.76323000
4509,1593571500000,225.47000000,225.50000000,225.20000000,225.44000000,1064.63308000
4510,1593572400000,225.46000000,225.53000000,225.20000000,225.49000000,1355.04740000
4511,1593573300000,225.49000000,225.52000000,225.20000000,225.20000000,877.84576000
4512,1593574200000,225.21000000,225.84000000,224.30000000,224.90000000,9272.28639000
4513,1593575100000,224.93000000,225.45000000,224.90000000,225.44000000,1799.35745000
4514,1593576000000,225.45000000,225.81000000,225.43000000,225.66000000,3812.77198000
4515,1593576900000,225.67000000,225.87000000,225.36000000,225.79000000,2381.41166000
4516,1593577800000,225.80000000,225.97000000,225.43000000,225.85000000,2190.02911000
4517,1593578700000,225.85000000,226.00000000,225.51000000,225.62000000,5060.36920000
4518,1593579600000,225.63000000,226.00000000,225.45000000,225.57000000,4577.73425000
4519,1593580500000,225.54000000,225.74000000,225.32000000,225.70000000,1417.66766000
4520,1593581400000,225.71000000,226.00000000,225.70000000,225.82000000,2361.96060000
4521,1593582300000,225.81000000,225.96000000,225.49000000,225.51000000,2238.72818000
4522,1593583200000,225.51000000,225.86000000,224.80000000,225.17000000,6366.71502000
4523,1593584100000,225.16000000,225.40000000,224.93000000,225.28000000,1740.08899000
4524,1593585000000,225.27000000,225.75000000,225.05000000,225.31000000,3415.67651000
4525,1593585900000,225.32000000,225.40000000,225.12000000,225.14000000,991.03603000
4526,1593586800000,225.13000000,225.69000000,225.10000000,225.62000000,2964.97622000
4527,1593587700000,225.62000000,226.22000000,225.62000000,226.06000000,6680.46966000
4528,1593588600000,226.07000000,226.35000000,225.82000000,225.87000000,3533.09625000
4529,1593589500000,225.88000000,226.06000000,225.49000000,225.58000000,4326.55098000
4530,1593590400000,225.58000000,226.34000000,225.56000000,226.33000000,2782.55281000
4531,1593591300000,226.33000000,228.12000000,226.22000000,227.86000000,18676.21830000
4532,1593592200000,227.86000000,228.91000000,227.47000000,228.30000000,16343.83017000
4533,1593593100000,228.31000000,228.75000000,227.62000000,227.87000000,9395.75997000
4534,1593594000000,227.86000000,228.28000000,227.78000000,228.21000000,8560.84626000
4535,1593594900000,228.21000000,228.53000000,227.96000000,227.99000000,6342.88205000
4536,1593595800000,227.99000000,228.27000000,227.73000000,227.75000000,3595.49286000
4537,1593596700000,227.79000000,227.79000000,227.40000000,227.61000000,3914.39067000
4538,1593597600000,227.61000000,228.18000000,227.61000000,227.71000000,3514.56505000
4539,1593598500000,227.72000000,227.79000000,227.28000000,227.54000000,4880.03031000
4540,1593599400000,227.54000000,227.79000000,227.28000000,227.33000000,2936.77096000
4541,1593600300000,227.33000000,227.73000000,227.30000000,227.45000000,2858.41894000
4542,1593601200000,227.44000000,227.45000000,226.80000000,226.91000000,6805.61046000
4543,1593602100000,226.91000000,227.33000000,226.73000000,227.13000000,2292.23617000
4544,1593603000000,227.12000000,227.17000000,226.84000000,227.01000000,2523.25986000
4545,1593603900000,227.01000000,227.67000000,227.00000000,227.66000000,4628.93646000
4546,1593604800000,227.66000000,227.72000000,227.12000000,227.12000000,4053.93360000
4547,1593605700000,227.12000000,227.15000000,226.80000000,227.02000000,2794.48619000
4548,1593606600000,227.03000000,227.40000000,226.99000000,227.10000000,4189.86445000
4549,1593607500000,227.10000000,227.72000000,227.07000000,227.70000000,2544.50744000
4550,1593608400000,227.69000000,227.89000000,227.44000000,227.50000000,3370.51697000
4551,1593609300000,227.51000000,227.58000000,227.26000000,227.32000000,2160.11725000
4552,1593610200000,227.32000000,229.13000000,227.31000000,228.60000000,22112.21102000
4553,1593611100000,228.59000000,229.00000000,228.01000000,228.43000000,9707.44494000
4554,1593612000000,228.44000000,228.94000000,228.27000000,228.82000000,6686.04658000
4555,1593612900000,228.82000000,229.01000000,228.53000000,228.85000000,6946.01207000
4556,1593613800000,228.83000000,229.24000000,228.56000000,228.61000000,7081.02777000
4557,1593614700000,228.61000000,228.82000000,228.35000000,228.59000000,3665.98062000
4558,1593615600000,228.59000000,229.15000000,228.59000000,229.10000000,5384.65846000
4559,1593616500000,229.10000000,229.15000000,228.51000000,228.57000000,3401.03222000
4560,1593617400000,228.58000000,229.14000000,228.53000000,229.05000000,4870.46626000
4561,1593618300000,229.04000000,229.42000000,228.87000000,229.42000000,5219.30831000
4562,1593619200000,229.42000000,230.85000000,228.70000000,230.57000000,22050.44310000
4563,1593620100000,230.54000000,231.59000000,230.24000000,231.06000000,22655.99059000
4564,1593621000000,231.10000000,231.98000000,231.09000000,231.67000000,14726.14045000
4565,1593621900000,231.68000000,231.91000000,231.10000000,231.50000000,9738.81308000
4566,1593622800000,231.50000000,231.86000000,231.20000000,231.27000000,6861.95472000
4567,1593623700000,231.28000000,231.60000000,231.24000000,231.56000000,3008.22679000
4568,1593624600000,231.57000000,232.43000000,231.55000000,231.90000000,12097.00206000
4569,1593625500000,231.88000000,232.71000000,231.88000000,232.35000000,6991.74220000
4570,1593626400000,232.37000000,232.51000000,231.92000000,232.07000000,5008.16723000
4571,1593627300000,232.07000000,232.41000000,232.03000000,232.16000000,4232.66626000
4572,1593628200000,232.16000000,232.25000000,231.44000000,231.59000000,6705.27114000
4573,1593629100000,231.60000000,231.89000000,231.50000000,231.69000000,2370.72199000
4574,1593630000000,231.68000000,232.07000000,231.47000000,231.81000000,5744.46910000
4575,1593630900000,231.82000000,231.83000000,231.52000000,231.54000000,2009.47673000
4576,1593631800000,231.54000000,232.05000000,231.50000000,231.93000000,2858.26022000
4577,1593632700000,231.94000000,231.98000000,230.69000000,231.10000000,13223.75110000
4578,1593633600000,231.10000000,231.73000000,230.97000000,231.62000000,4725.10089000
4579,1593634500000,231.62000000,232.20000000,231.54000000,232.06000000,7864.38725000
4580,1593635400000,232.06000000,232.06000000,231.40000000,231.43000000,5768.80695000
4581,1593636300000,231.43000000,231.53000000,231.27000000,231.32000000,2006.18656000
4582,1593637200000,231.33000000,231.68000000,230.98000000,231.09000000,2530.73040000
4583,1593638100000,231.10000000,231.28000000,230.90000000,230.91000000,3298.63233000
4584,1593639000000,230.92000000,231.52000000,230.75000000,231.42000000,2567.00618000
4585,1593639900000,231.41000000,231.56000000,230.88000000,231.13000000,2245.30526000
4586,1593640800000,231.12000000,231.43000000,230.67000000,230.77000000,2753.82582000
4587,1593641700000,230.78000000,231.15000000,230.57000000,230.68000000,3058.15283000
4588,1593642600000,230.68000000,230.77000000,230.29000000,230.69000000,3532.85362000
4589,1593643500000,230.68000000,231.16000000,230.41000000,230.91000000,3036.14638000
4590,1593644400000,230.90000000,232.19000000,230.78000000,231.59000000,10327.12955000
4591,1593645300000,231.59000000,231.61000000,231.35000000,231.43000000,3053.25676000
4592,1593646200000,231.43000000,231.55000000,230.62000000,230.79000000,3479.97615000
4593,1593647100000,230.78000000,231.16000000,230.51000000,230.99000000,3025.07287000
4594,1593648000000,230.99000000,231.52000000,230.70000000,230.96000000,5353.23866000
4595,1593648900000,230.97000000,231.17000000,230.88000000,230.99000000,3682.47709000
4596,1593649800000,230.99000000,231.29000000,230.44000000,230.80000000,3526.63789000
4597,1593650700000,230.79000000,230.91000000,230.41000000,230.61000000,2451.13165000
4598,1593651600000,230.60000000,231.00000000,230.39000000,230.94000000,2968.44301000
4599,1593652500000,230.95000000,231.09000000,230.66000000,230.86000000,2674.97979000
4600,1593653400000,230.84000000,231.27000000,230.54000000,231.17000000,3713.24698000
4601,1593654300000,231.17000000,231.50000000,231.05000000,231.50000000,3903.86229000
4602,1593655200000,231.50000000,231.70000000,231.24000000,231.65000000,3627.02398000
4603,1593656100000,231.63000000,232.01000000,231.51000000,231.60000000,7342.09805000
4604,1593657000000,231.60000000,231.69000000,231.33000000,231.45000000,3197.13112000
4605,1593657900000,231.44000000,231.45000000,230.97000000,231.07000000,3673.16981000
4606,1593658800000,231.07000000,231.27000000,230.93000000,231.14000000,2162.80549000
4607,1593659700000,231.14000000,231.40000000,230.93000000,230.97000000,2909.60418000
4608,1593660600000,230.96000000,231.10000000,230.81000000,231.05000000,2327.96543000
4609,1593661500000,231.02000000,231.10000000,230.90000000,231.06000000,1437.87125000
4610,1593662400000,231.04000000,231.40000000,230.91000000,231.30000000,1671.71870000
4611,1593663300000,231.30000000,231.45000000,231.19000000,231.19000000,1413.26744000
4612,1593664200000,231.17000000,231.20000000,230.85000000,230.93000000,2590.88648000
4613,1593665100000,230.89000000,231.18000000,230.85000000,231.06000000,2000.99208000
4614,1593666000000,231.05000000,231.50000000,230.82000000,231.44000000,3258.25637000
4615,1593666900000,231.45000000,231.61000000,231.23000000,231.41000000,2507.43727000
4616,1593667800000,231.40000000,231.55000000,231.15000000,231.41000000,1977.31808000
4617,1593668700000,231.41000000,231.41000000,228.20000000,228.48000000,27823.63130000
4618,1593669600000,228.49000000,228.82000000,227.63000000,228.25000000,17132.01752000
4619,1593670500000,228.20000000,228.84000000,228.04000000,228.76000000,5441.12452000
4620,1593671400000,228.77000000,228.99000000,228.27000000,228.91000000,4339.45006000
4621,1593672300000,228.90000000,229.09000000,228.33000000,228.53000000,5081.85426000
4622,1593673200000,228.50000000,229.10000000,228.26000000,228.92000000,7380.75722000
4623,1593674100000,228.93000000,228.97000000,228.50000000,228.80000000,2609.30753000
4624,1593675000000,228.82000000,228.98000000,228.54000000,228.92000000,2019.73982000
4625,1593675900000,228.88000000,229.00000000,228.60000000,228.60000000,2469.20178000
4626,1593676800000,228.63000000,228.67000000,228.36000000,228.59000000,4301.62810000
4627,1593677700000,228.59000000,228.75000000,228.52000000,228.56000000,3696.81455000
4628,1593678600000,228.56000000,228.57000000,228.00000000,228.13000000,3828.45728000
4629,1593679500000,228.13000000,229.32000000,227.83000000,229.01000000,15429.74722000
4630,1593680400000,229.00000000,229.47000000,229.00000000,229.30000000,4715.93870000
4631,1593681300000,229.31000000,229.44000000,228.86000000,228.87000000,3709.32463000
4632,1593682200000,228.87000000,228.98000000,228.62000000,228.89000000,4988.59089000
4633,1593683100000,228.90000000,229.00000000,228.70000000,228.90000000,2217.63294000
4634,1593684000000,228.91000000,228.98000000,228.47000000,228.53000000,4266.89732000
4635,1593684900000,228.51000000,228.69000000,228.32000000,228.40000000,3228.76008000
4636,1593685800000,228.39000000,228.57000000,227.80000000,228.05000000,7556.62524000
4637,1593686700000,228.04000000,228.68000000,227.84000000,228.68000000,5082.46130000
4638,1593687600000,228.68000000,228.69000000,228.11000000,228.14000000,2871.58028000
4639,1593688500000,228.14000000,228.44000000,227.39000000,227.52000000,11589.23194000
4640,1593689400000,227.52000000,227.82000000,227.00000000,227.64000000,11954.80128000
4641,1593690300000,227.66000000,228.21000000,227.62000000,228.19000000,4607.34980000
4642,1593691200000,228.19000000,228.19000000,227.77000000,228.05000000,4735.13382000
4643,1593692100000,228.05000000,228.13000000,227.60000000,227.69000000,2529.43693000
4644,1593693000000,227.69000000,229.45000000,227.67000000,229.26000000,14511.58534000
4645,1593693900000,229.26000000,229.69000000,229.25000000,229.51000000,5287.59507000
4646,1593694800000,229.51000000,229.69000000,229.12000000,229.50000000,4196.40006000
4647,1593695700000,229.45000000,229.88000000,229.34000000,229.66000000,6199.36594000
4648,1593696600000,229.66000000,230.44000000,229.53000000,230.38000000,8886.51595000
4649,1593697500000,230.38000000,231.42000000,230.37000000,230.52000000,15019.86401000
4650,1593698400000,230.55000000,231.06000000,229.72000000,229.80000000,5904.84477000
4651,1593699300000,229.80000000,230.15000000,229.37000000,229.40000000,2609.23494000
4652,1593700200000,229.39000000,229.87000000,229.38000000,229.72000000,2204.20541000
4653,1593701100000,229.72000000,230.06000000,228.80000000,228.96000000,7538.92681000
4654,1593702000000,228.96000000,228.99000000,225.50000000,225.98000000,41152.12384000
4655,1593702900000,225.95000000,226.77000000,224.50000000,226.39000000,23753.58843000
4656,1593703800000,226.37000000,226.62000000,225.94000000,226.48000000,8463.47566000
4657,1593704700000,226.45000000,226.72000000,225.00000000,225.07000000,11500.36882000
4658,1593705600000,225.09000000,225.95000000,224.47000000,225.73000000,13804.95477000
4659,1593706500000,225.73000000,225.87000000,225.03000000,225.04000000,4918.87610000
4660,1593707400000,225.03000000,225.58000000,222.87000000,224.24000000,33762.61507000
4661,1593708300000,224.25000000,226.21000000,223.90000000,225.93000000,20043.34932000
4662,1593709200000,225.93000000,226.21000000,225.25000000,225.65000000,5402.88619000
4663,1593710100000,225.68000000,226.29000000,225.30000000,225.97000000,4638.04012000
4664,1593711000000,225.94000000,226.41000000,225.79000000,226.11000000,3448.88558000
4665,1593711900000,226.08000000,226.24000000,225.71000000,225.77000000,3895.84494000
4666,1593712800000,225.77000000,226.10000000,224.64000000,225.95000000,6683.89080000
4667,1593713700000,225.96000000,226.49000000,225.90000000,226.10000000,3667.43173000
4668,1593714600000,226.10000000,226.72000000,226.09000000,226.34000000,3103.34077000
4669,1593715500000,226.33000000,226.33000000,225.88000000,226.23000000,2207.50640000
4670,1593716400000,226.24000000,226.28000000,224.86000000,226.09000000,7509.47005000
4671,1593717300000,226.11000000,226.41000000,225.80000000,225.93000000,3274.36008000
4672,1593718200000,225.93000000,226.37000000,225.87000000,226.02000000,1352.55861000
4673,1593719100000,226.01000000,226.01000000,225.15000000,225.72000000,4326.36373000
4674,1593720000000,225.73000000,225.73000000,225.10000000,225.43000000,2968.52963000
4675,1593720900000,225.42000000,225.73000000,225.29000000,225.50000000,1874.98910000
4676,1593721800000,225.50000000,226.18000000,225.38000000,225.95000000,3513.74215000
4677,1593722700000,225.97000000,226.44000000,225.95000000,226.31000000,4090.21030000
4678,1593723600000,226.32000000,226.47000000,225.98000000,226.03000000,1446.29781000
4679,1593724500000,226.04000000,226.44000000,225.91000000,226.39000000,2065.67622000
4680,1593725400000,226.39000000,226.62000000,226.24000000,226.46000000,1375.69398000
4681,1593726300000,226.43000000,228.35000000,226.42000000,227.40000000,10588.23879000
4682,1593727200000,227.41000000,228.14000000,227.22000000,227.73000000,13961.96112000
4683,1593728100000,227.71000000,227.81000000,226.94000000,227.00000000,5633.15728000
4684,1593729000000,227.00000000,227.38000000,226.32000000,226.67000000,4785.09170000
4685,1593729900000,226.63000000,227.14000000,226.54000000,226.87000000,2535.86612000
4686,1593730800000,226.87000000,226.97000000,226.57000000,226.77000000,3485.70083000
4687,1593731700000,226.77000000,226.85000000,226.43000000,226.51000000,1586.16206000
4688,1593732600000,226.51000000,227.32000000,226.39000000,226.89000000,3806.86628000
4689,1593733500000,226.89000000,226.95000000,226.25000000,226.46000000,3520.19907000
4690,1593734400000,226.46000000,226.47000000,225.32000000,226.08000000,7897.87848000
4691,1593735300000,226.08000000,226.20000000,225.50000000,226.06000000,2447.78420000
4692,1593736200000,226.06000000,226.37000000,225.96000000,226.17000000,2250.75159000
4693,1593737100000,226.18000000,226.54000000,226.15000000,226.29000000,4402.83306000
4694,1593738000000,226.30000000,226.52000000,225.87000000,226.20000000,2247.78807000
4695,1593738900000,226.19000000,227.35000000,226.10000000,227.05000000,3200.18031000
4696,1593739800000,227.05000000,228.13000000,227.03000000,227.72000000,9414.69663000
4697,1593740700000,227.72000000,227.83000000,227.40000000,227.49000000,2353.63564000
4698,1593741600000,227.48000000,227.66000000,227.21000000,227.25000000,2617.09202000
4699,1593742500000,227.24000000,227.58000000,227.19000000,227.53000000,1779.93350000
4700,1593743400000,227.53000000,227.68000000,226.32000000,226.66000000,4951.82503000
4701,1593744300000,226.66000000,227.01000000,226.55000000,226.58000000,1771.69067000
4702,1593745200000,226.59000000,226.96000000,226.59000000,226.83000000,1242.15623000
4703,1593746100000,226.84000000,227.01000000,226.80000000,226.94000000,2478.46693000
4704,1593747000000,226.94000000,227.00000000,226.00000000,226.22000000,6040.41484000
4705,1593747900000,226.23000000,226.56000000,226.11000000,226.28000000,1836.98839000
4706,1593748800000,226.29000000,226.69000000,226.25000000,226.29000000,2911.66265000
4707,1593749700000,226.29000000,226.40000000,225.65000000,226.10000000,4480.87764000
4708,1593750600000,226.12000000,226.59000000,226.11000000,226.59000000,1442.66944000
4709,1593751500000,226.58000000,226.75000000,226.46000000,226.65000000,2630.40733000
4710,1593752400000,226.67000000,227.00000000,226.53000000,226.86000000,3181.52136000
4711,1593753300000,226.85000000,226.88000000,226.31000000,226.42000000,2641.35647000
4712,1593754200000,226.43000000,227.17000000,226.42000000,227.12000000,5550.07780000
4713,1593755100000,227.12000000,227.42000000,227.00000000,227.19000000,3243.74819000
4714,1593756000000,227.20000000,227.52000000,226.87000000,227.04000000,2807.49581000
4715,1593756900000,227.04000000,227.13000000,226.74000000,226.91000000,2245.24818000
4716,1593757800000,226.94000000,227.33000000,226.89000000,226.99000000,2115.81789000
4717,1593758700000,226.99000000,226.99000000,226.58000000,226.71000000,2186.68538000
4718,1593759600000,226.67000000,226.87000000,226.57000000,226.72000000,2012.15334000
4719,1593760500000,226.74000000,226.95000000,226.50000000,226.83000000,2040.91048000
4720,1593761400000,226.85000000,227.00000000,226.68000000,226.95000000,1532.31960000
4721,1593762300000,226.95000000,227.50000000,226.95000000,227.21000000,5903.67235000
4722,1593763200000,227.23000000,228.11000000,227.19000000,227.74000000,6997.46442000
4723,1593764100000,227.74000000,227.98000000,227.33000000,227.47000000,2770.02727000
4724,1593765000000,227.49000000,227.57000000,226.76000000,226.91000000,3938.18453000
4725,1593765900000,226.90000000,227.24000000,226.73000000,227.18000000,1484.68918000
4726,1593766800000,227.18000000,227.49000000,226.83000000,227.41000000,2727.95683000
4727,1593767700000,227.42000000,227.65000000,227.27000000,227.29000000,2651.64846000
4728,1593768600000,227.29000000,227.35000000,225.76000000,225.76000000,7514.10183000
4729,1593769500000,225.76000000,226.67000000,225.50000000,226.39000000,9790.60313000
4730,1593770400000,226.38000000,226.39000000,225.74000000,226.15000000,5232.63716000
4731,1593771300000,226.16000000,226.62000000,225.79000000,226.55000000,4027.15938000
4732,1593772200000,226.55000000,226.75000000,226.30000000,226.66000000,1762.82133000
4733,1593773100000,226.65000000,226.68000000,226.22000000,226.47000000,1210.98381000
4734,1593774000000,226.48000000,226.59000000,226.09000000,226.34000000,1928.86352000
4735,1593774900000,226.34000000,226.60000000,226.24000000,226.53000000,1781.55918000
4736,1593775800000,226.53000000,226.98000000,226.50000000,226.89000000,5669.30861000
4737,1593776700000,226.90000000,227.24000000,226.82000000,227.14000000,3146.82185000
4738,1593777600000,227.12000000,227.88000000,227.04000000,227.36000000,7712.75212000
4739,1593778500000,227.37000000,227.46000000,226.83000000,226.96000000,3686.97438000
4740,1593779400000,226.97000000,227.14000000,226.72000000,226.99000000,1787.95005000
4741,1593780300000,226.99000000,227.38000000,226.81000000,227.31000000,1366.14142000
4742,1593781200000,227.31000000,227.70000000,226.98000000,227.55000000,2738.52797000
4743,1593782100000,227.56000000,228.10000000,227.28000000,228.06000000,6719.45547000
4744,1593783000000,228.06000000,228.11000000,227.18000000,227.35000000,2885.65314000
4745,1593783900000,227.35000000,227.68000000,227.01000000,227.10000000,2160.23499000
4746,1593784800000,227.10000000,227.37000000,226.96000000,227.05000000,1721.10824000
4747,1593785700000,227.05000000,227.40000000,226.77000000,227.15000000,4712.49793000
4748,1593786600000,227.13000000,227.26000000,226.25000000,226.73000000,3911.42299000
4749,1593787500000,226.73000000,226.86000000,226.39000000,226.80000000,3648.18622000
4750,1593788400000,226.80000000,227.15000000,226.78000000,226.87000000,3032.97360000
4751,1593789300000,226.86000000,227.23000000,226.56000000,226.74000000,3258.61015000
4752,1593790200000,226.74000000,227.16000000,226.59000000,227.02000000,2876.78941000
4753,1593791100000,227.03000000,227.30000000,226.78000000,226.92000000,3067.47352000
4754,1593792000000,226.92000000,227.39000000,226.70000000,227.26000000,4826.47196000
4755,1593792900000,227.26000000,227.41000000,226.91000000,226.94000000,2794.67912000
4756,1593793800000,226.94000000,226.95000000,226.58000000,226.69000000,1820.07934000
4757,1593794700000,226.68000000,226.95000000,226.50000000,226.74000000,2653.59019000
4758,1593795600000,226.75000000,227.12000000,226.56000000,227.07000000,2111.88989000
4759,1593796500000,227.06000000,227.20000000,226.51000000,226.66000000,3314.10540000
4760,1593797400000,226.67000000,226.79000000,226.50000000,226.68000000,2459.81623000
4761,1593798300000,226.69000000,226.87000000,226.45000000,226.54000000,2249.51281000
4762,1593799200000,226.55000000,226.56000000,226.10000000,226.42000000,3217.38408000
4763,1593800100000,226.43000000,226.83000000,226.31000000,226.67000000,2268.84561000
4764,1593801000000,226.67000000,226.98000000,226.41000000,226.56000000,2416.02737000
4765,1593801900000,226.56000000,226.68000000,226.17000000,226.27000000,2429.98418000
4766,1593802800000,226.26000000,226.26000000,225.77000000,225.98000000,5014.23736000
4767,1593803700000,226.00000000,226.23000000,225.75000000,225.94000000,1444.88859000
4768,1593804600000,225.93000000,226.21000000,225.75000000,226.12000000,1447.87131000
4769,1593805500000,226.12000000,226.45000000,226.08000000,226.39000000,2996.80556000
4770,1593806400000,226.40000000,226.40000000,225.87000000,225.95000000,1985.19910000
4771,1593807300000,225.97000000,226.31000000,225.96000000,226.27000000,1113.02397000
4772,1593808200000,226.27000000,226.28000000,226.11000000,226.24000000,656.28463000
4773,1593809100000,226.25000000,226.86000000,226.25000000,226.80000000,3451.73656000
4774,1593810000000,226.79000000,226.91000000,226.55000000,226.55000000,1275.54645000
4775,1593810900000,226.54000000,226.56000000,226.27000000,226.39000000,1002.91645000
4776,1593811800000,226.39000000,226.44000000,226.22000000,226.42000000,1191.09097000
4777,1593812700000,226.42000000,226.86000000,226.41000000,226.70000000,1246.03603000
4778,1593813600000,226.70000000,226.77000000,226.12000000,226.20000000,1533.21922000
4779,1593814500000,226.21000000,226.61000000,226.06000000,226.27000000,2039.08042000
4780,1593815400000,226.26000000,226.27000000,225.98000000,226.11000000,1433.51248000
4781,1593816300000,226.11000000,226.29000000,226.01000000,226.09000000,978.06216000
4782,1593817200000,226.07000000,226.07000000,224.60000000,225.26000000,11579.98686000
4783,1593818100000,225.27000000,225.52000000,224.72000000,225.45000000,4045.48524000
4784,1593819000000,225.45000000,225.49000000,223.97000000,225.06000000,11115.60959000
4785,1593819900000,225.07000000,225.43000000,224.79000000,224.87000000,4683.19968000
4786,1593820800000,224.86000000,225.45000000,224.43000000,225.31000000,5261.52893000
4787,1593821700000,225.30000000,225.63000000,225.06000000,225.46000000,4280.93390000
4788,1593822600000,225.47000000,225.79000000,225.31000000,225.53000000,2024.15579000
4789,1593823500000,225.54000000,225.76000000,225.00000000,225.25000000,3031.17472000
4790,1593824400000,225.25000000,225.47000000,224.86000000,225.16000000,3318.23655000
4791,1593825300000,225.17000000,225.55000000,225.06000000,225.30000000,1348.74786000
4792,1593826200000,225.31000000,225.54000000,225.00000000,225.16000000,5176.34871000
4793,1593827100000,225.13000000,225.54000000,225.12000000,225.38000000,2463.02886000
4794,1593828000000,225.39000000,226.25000000,225.10000000,226.12000000,8495.16029000
4795,1593828900000,226.08000000,226.61000000,225.98000000,226.35000000,8113.53732000
4796,1593829800000,226.34000000,226.76000000,226.00000000,226.63000000,4474.54001000
4797,1593830700000,226.65000000,226.68000000,226.19000000,226.42000000,1536.70349000
4798,1593831600000,226.42000000,226.86000000,226.35000000,226.42000000,2696.74022000
4799,1593832500000,226.41000000,226.46000000,226.12000000,226.32000000,1458.84360000
4800,1593833400000,226.32000000,226.45000000,226.09000000,226.30000000,1520.37282000
4801,1593834300000,226.29000000,226.41000000,226.05000000,226.08000000,1957.90737000
4802,1593835200000,226.09000000,226.51000000,226.02000000,226.16000000,2105.10053000
4803,1593836100000,226.18000000,226.33000000,225.84000000,226.02000000,2521.10177000
4804,1593837000000,226.02000000,226.15000000,225.84000000,225.90000000,2270.98255000
4805,1593837900000,225.89000000,226.18000000,225.88000000,226.03000000,1551.13866000
4806,1593838800000,226.04000000,226.35000000,225.94000000,226.34000000,3418.01619000
4807,1593839700000,226.32000000,226.37000000,225.86000000,225.91000000,1676.96338000
4808,1593840600000,225.88000000,226.63000000,225.84000000,226.38000000,2468.81856000
